League,Player Link,Player,Position,Date of Birth,Country,Join,Contract,Market Value,Club,Club Link,Season
Championship,https://www.transfermarkt.co.uk/ben-thompson/profil/spieler/337062,Ben Thompson,Central Midfield,"Oct 3, 1995 (25)",England,"Jul 1, 2014",-,€800k,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/shane-ferguson/profil/spieler/62052,Shane Ferguson,Left Midfield,"Jul 12, 1991 (29)",Northern Ireland,"Jan 26, 2016","Jun 30, 2024",€500k,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/mason-bennett/profil/spieler/195637,Mason Bennett,Left Winger,"Jul 15, 1996 (24)",England,"Aug 28, 2020","Jun 30, 2025",€2.50m,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/jiri-skalak/profil/spieler/148734,Jiri Skalak,Left Winger,"Mar 12, 1992 (29)",Czech Republic,"Aug 2, 2018",-,€300k,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/jed-wallace/profil/spieler/198358,Jed Wallace,Right Winger,"Mar 26, 1994 (27)",England,"Jul 1, 2017","Jun 30, 2026",€7.00m,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/connor-mahoney/profil/spieler/287528,Connor Mahoney,Right Winger,"Feb 12, 1997 (24)",England,"Jul 9, 2019","Jun 30, 2024",€800k,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/troy-parrott/profil/spieler/552655,Troy Parrott,Centre-Forward,"Feb 4, 2002 (19)",Ireland,"Aug 1, 2020","Jun 30, 2025",€3.60m,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/kenneth-zohore/profil/spieler/135213,Kenneth Zohore,Centre-Forward,"Jan 31, 1994 (27)",Denmark,"Oct 16, 2020","Jun 30, 2024",€2.00m,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/tom-bradshaw/profil/spieler/139781,Tom Bradshaw,Centre-Forward,"Jul 27, 1992 (28)",Wales,"Jan 3, 2019","Jun 30, 2023",€1.00m,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/jon-dadi-bodvarsson/profil/spieler/114090,Jón Dadi Bödvarsson,Centre-Forward,"May 25, 1992 (29)",Iceland,"Jul 12, 2019","Jun 30, 2024",€800k,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/matt-smith/profil/spieler/69786,Matt Smith,Centre-Forward,"Jun 7, 1989 (32)",England,"Jul 1, 2019","Jun 30, 2024",€600k,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/tyler-burey/profil/spieler/610297,Tyler Burey,Centre-Forward,"Jan 9, 2001 (20)",England,"Jul 1, 2020",-,€200k,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Championship,https://www.transfermarkt.co.uk/george-alexander/profil/spieler/649180,George Alexander,Centre-Forward,"Oct 14, 2000 (20)",England,-,"Jun 30, 2023",€50k,Millwall FC,https://www.transfermarkt.co.uk/fc-millwall/startseite/verein/1028/saison_id/2020,https://www.transfermarkt.co.uk/championship/startseite/wettbewerb/GB2/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/joe-lewis/profil/spieler/25834,Joe Lewis,Goalkeeper,"Oct 6, 1987 (33)",England,"Jul 1, 2016",-,€400k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/gary-woods/profil/spieler/73582,Gary Woods,Goalkeeper,"Oct 1, 1990 (30)",England,"Jul 1, 2021","Jun 30, 2024",€300k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/tomas-cerny/profil/spieler/35641,Tomas Cerny,Goalkeeper,"Apr 10, 1985 (36)",Czech Republic,"Jul 25, 2018",-,-,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/tom-ritchie/profil/spieler/633647,Tom Ritchie,Goalkeeper,"Jan 27, 2003 (18)",Scotland,-,"May 31, 2024",-,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/scott-mckenna/profil/spieler/255906,Scott McKenna,Centre-Back,"Nov 12, 1996 (24)",Scotland,"Jul 1, 2016","Jun 30, 2024",€3.00m,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/tommie-hoban/profil/spieler/183161,Tommie Hoban,Centre-Back,"Jan 24, 1994 (27)",Ireland,"Jul 31, 2020",-,€450k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/mikey-devlin/profil/spieler/173192,Mikey Devlin,Centre-Back,"Oct 3, 1993 (27)",Scotland,"Jan 26, 2018","May 31, 2024",€400k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/ash-taylor/profil/spieler/106721,Ash Taylor,Centre-Back,"Sep 2, 1990 (30)",Wales,"Jul 1, 2019","Jun 30, 2025",€375k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/andy-considine/profil/spieler/21306,Andy Considine,Centre-Back,"Apr 1, 1987 (34)",Scotland,"Jul 1, 2005","May 31, 2024",€300k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/greg-leigh/profil/spieler/201586,Greg Leigh,Left-Back,"Sep 30, 1994 (26)",Jamaica,"Oct 5, 2020","Jun 30, 2024",€300k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/jack-mackenzie/profil/spieler/512994,Jack MacKenzie,Left-Back,"Apr 7, 2000 (21)",Scotland,"Jul 1, 2020","May 31, 2025",€175k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/kieran-ngwenya/profil/spieler/808456,Kieran Ngwenya,Left-Back,"Sep 25, 2002 (18)",Malawi,-,"May 31, 2024",€50k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/shay-logan/profil/spieler/58579,Shay Logan,Right-Back,"Jan 29, 1988 (33)",England,"Jul 1, 2014","May 31, 2024",€300k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/ronald-hernandez/profil/spieler/428745,Ronald Hernández,Right-Back,"Sep 21, 1997 (23)",Venezuela,"Jan 31, 2020","Dec 31, 2024",€300k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/calvin-ramsay/profil/spieler/633652,Calvin Ramsay,Right-Back,"Jul 31, 2003 (17)",Scotland,"Jul 1, 2021","May 31, 2024",€200k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/ross-mccrorie/profil/spieler/293746,Ross McCrorie,Defensive Midfield,"Mar 18, 1998 (23)",Scotland,"Feb 1, 2021","Jun 30, 2026",€1.00m,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/dean-campbell/profil/spieler/463755,Dean Campbell,Defensive Midfield,"Mar 19, 2001 (20)",Scotland,"Jul 1, 2019","Jun 30, 2025",€375k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/miko-virtanen/profil/spieler/423666,Miko Virtanen,Defensive Midfield,"Jan 29, 1999 (22)",Finland,"Jul 1, 2019","May 31, 2024",€225k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/mark-gallagher/profil/spieler/429861,Mark Gallagher,Defensive Midfield,"Feb 12, 2001 (20)",Scotland,-,"May 31, 2025",€50k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/lewis-ferguson/profil/spieler/428563,Lewis Ferguson,Central Midfield,"Aug 24, 1999 (21)",Scotland,"Jul 1, 2018","Jun 30, 2027",€2.20m,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/craig-bryson/profil/spieler/22728,Craig Bryson,Central Midfield,"Nov 6, 1986 (34)",Scotland,"Jul 1, 2019",-,€400k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/funso-ojo/profil/spieler/60951,Funso Ojo,Central Midfield,"Aug 28, 1991 (29)",Belgium,"Jul 14, 2019",-,€400k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/dylan-mcgeouch/profil/spieler/120976,Dylan McGeouch,Central Midfield,"Jan 15, 1993 (28)",Scotland,"Jan 7, 2020","Jun 30, 2025",€300k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/jonny-hayes/profil/spieler/52380,Jonny Hayes,Right Midfield,"Jul 9, 1987 (33)",Ireland,"Jul 1, 2020","May 31, 2024",€600k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/ethan-ross/profil/spieler/512995,Ethan Ross,Left Midfield,"Aug 15, 2001 (19)",Scotland,"Jul 1, 2019","May 31, 2024",€200k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/kevin-hanratty/profil/spieler/633657,Kevin Hanratty,Left Midfield,"Mar 15, 2003 (18)",Scotland,-,"May 31, 2024",-,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/niall-mcginn/profil/spieler/68321,Niall McGinn,Left Winger,"Jul 20, 1987 (33)",Northern Ireland,"Jan 1, 2018","Jun 30, 2024",€450k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/matty-kennedy/profil/spieler/132207,Matty Kennedy,Left Winger,"Nov 1, 1994 (26)",Northern Ireland,"Jan 24, 2020","May 31, 2026",€450k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/ryan-duncan/profil/spieler/714460,Ryan Duncan,Left Winger,"Jan 18, 2004 (17)",Scotland,"Jul 1, 2022","May 31, 2026",€50k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/ryan-hedges/profil/spieler/326230,Ryan Hedges,Right Winger,"Jul 8, 1995 (25)",Wales,"Jul 1, 2019","Jun 30, 2025",€800k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/scott-wright/profil/spieler/276914,Scott Wright,Right Winger,"Aug 8, 1997 (23)",Scotland,"Jan 1, 2017","May 31, 2025",€600k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/marley-watkins/profil/spieler/91315,Marley Watkins,Right Winger,"Oct 17, 1990 (30)",Wales,"Aug 26, 2021",-,€400k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/connor-mclennan/profil/spieler/344584,Connor McLennan,Right Winger,"Oct 5, 1999 (21)",Scotland,"Jul 1, 2018",-,€375k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/sam-cosgrove/profil/spieler/351691,Sam Cosgrove,Centre-Forward,"Dec 2, 1996 (24)",England,"Jan 31, 2018","Jun 30, 2024",€1.50m,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/fraser-hornby/profil/spieler/388160,Fraser Hornby,Centre-Forward,"Sep 13, 1999 (21)",Scotland,"Feb 1, 2021","Jun 30, 2027",€1.25m,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/florian-kamberi/profil/spieler/284020,Florian Kamberi,Centre-Forward,"Mar 8, 1995 (26)",Albania,"Feb 1, 2021",-,€550k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/curtis-main/profil/spieler/77715,Curtis Main,Centre-Forward,"Jun 20, 1992 (29)",England,"Jul 1, 2019","May 31, 2024",€400k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/bruce-anderson/profil/spieler/382096,Bruce Anderson,Centre-Forward,"Sep 23, 1998 (22)",Scotland,"Jul 1, 2018","May 31, 2024",€350k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/callum-hendry/profil/spieler/390156,Callum Hendry,Centre-Forward,"Dec 8, 1997 (23)",Scotland,"Feb 1, 2021","Jun 30, 2024",€350k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/michael-ruth/profil/spieler/578791,Michael Ruth,Centre-Forward,"Jan 8, 2002 (19)",Scotland,"Jul 1, 2021","May 31, 2024",€100k,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/ryan-edmondson/profil/spieler/559806,Ryan Edmondson,Centre-Forward,"May 20, 2001 (20)",England,"Jul 31, 2020","Jun 30, 2024",-,Aberdeen FC,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/zander-clark/profil/spieler/98067,Zander Clark,Goalkeeper,"Jun 26, 1992 (29)",Scotland,"Jul 1, 2011","May 31, 2025",€450k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/zdenek-zlamal/profil/spieler/43243,Zdenek Zlamal,Goalkeeper,"Nov 5, 1985 (35)",Czech Republic,"May 7, 2021",-,€250k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/elliot-parish/profil/spieler/62645,Elliot Parish,Goalkeeper,"May 20, 1990 (31)",England,"Jul 1, 2019",-,€250k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/ross-sinclair/profil/spieler/412741,Ross Sinclair,Goalkeeper,"May 7, 2001 (20)",Scotland,"Aug 1, 2020","May 31, 2024",€50k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/jack-wills/profil/spieler/607113,Jack Wills,Goalkeeper,"Oct 16, 2002 (18)",Scotland,-,"May 31, 2024",-,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/jason-kerr/profil/spieler/340728,Jason Kerr,Centre-Back,"Feb 6, 1997 (24)",Scotland,"Jul 1, 2017","Jun 30, 2024",€650k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/jamie-mccart/profil/spieler/290801,Jamie McCart,Centre-Back,"Jun 20, 1997 (24)",Scotland,"Jan 28, 2020","Jun 30, 2025",€500k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/liam-gordon/profil/spieler/238029,Liam Gordon,Centre-Back,"Jan 26, 1996 (25)",Scotland,"Jul 1, 2016","May 31, 2024",€500k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/sam-denham/profil/spieler/694205,Sam Denham,Centre-Back,"Oct 25, 2002 (18)",Scotland,-,"May 31, 2023",-,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/scott-tanser/profil/spieler/268119,Scott Tanser,Left-Back,"Oct 23, 1994 (26)",England,"Jul 1, 2017","May 31, 2024",€400k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/callum-booth/profil/spieler/84979,Callum Booth,Left-Back,"May 30, 1991 (30)",Scotland,"Sep 16, 2019","May 31, 2024",€400k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/shaun-rooney/profil/spieler/280409,Shaun Rooney,Right-Back,"Jul 26, 1996 (24)",Scotland,"Jul 1, 2020","Jun 30, 2024",€750k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/wallace-duffy/profil/spieler/388159,Wallace Duffy,Right-Back,"Apr 12, 1999 (22)",Scotland,"Jul 1, 2019","May 31, 2024",€300k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/james-brown/profil/spieler/467540,James Brown,Right-Back,"Jan 12, 1998 (23)",Malta,"Jul 1, 2021","May 31, 2024",€150k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
Scottish Premiership,https://www.transfermarkt.co.uk/danny-mcnamara/profil/spieler/647138,Danny McNamara,Right-Back,"Dec 27, 1998 (22)",Ireland,"Jul 14, 2020","Jun 30, 2023",€125k,St. Johnstone FC,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578/saison_id/2020,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2020
