League,Player Link,Player,Position,Date of Birth,Country,Join,Contract,Market Value,Club,Club Link,Season
Serie A,https://www.transfermarkt.co.uk/jean-daniel-akpa-akpro/profil/spieler/170481,Jean-Daniel Akpa Akpro,Central Midfield,"Oct 11, 1992 (29)",Cote d'Ivoire,"Sep 18, 2020","Jun 30, 2023",€2.00m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/andre-anderson/profil/spieler/601577,André Anderson,Attacking Midfield,"Sep 23, 1999 (22)",Italy,"Aug 14, 2018","Jun 30, 2023",€1.70m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/mattia-zaccagni/profil/spieler/283735,Mattia Zaccagni,Left Winger,"Jun 16, 1995 (27)",Italy,"Jul 1, 2022","Jun 30, 2025",€18.00m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/jovane/profil/spieler/448466,Jovane,Left Winger,"Jun 14, 1998 (24)",Cape Verde,"Jan 31, 2022","Jun 30, 2025",€5.50m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/raul-moro/profil/spieler/624942,Raúl Moro,Left Winger,"Dec 5, 2002 (19)",Spain,"Jul 1, 2021","Jun 30, 2023",€2.80m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/jony/profil/spieler/228761,Jony,Left Winger,"Jul 9, 1991 (30)",Spain,"Jul 22, 2019","Jun 30, 2023",€800k,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/felipe-anderson/profil/spieler/159372,Felipe Anderson,Right Winger,"Apr 15, 1993 (29)",Brazil,"Jul 16, 2021","Jun 30, 2024",€13.00m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/pedro/profil/spieler/65278,Pedro,Right Winger,"Jul 28, 1987 (34)",Spain,"Aug 19, 2021","Jun 30, 2023",€3.00m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/luka-romero/profil/spieler/769063,Luka Romero,Right Winger,"Nov 18, 2004 (17)",Argentina,"Jul 20, 2021","Jun 30, 2023",€1.00m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/ciro-immobile/profil/spieler/105521,Ciro Immobile,Centre-Forward,"Feb 20, 1990 (32)",Italy,"Jul 27, 2016","Jun 30, 2026",€27.00m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/vedat-muriqi/profil/spieler/256267,Vedat Muriqi,Centre-Forward,"Apr 24, 1994 (28)",Kosovo,"Sep 15, 2020","Jun 30, 2027",€7.00m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Serie A,https://www.transfermarkt.co.uk/felipe-caicedo/profil/spieler/37834,Felipe Caicedo,Centre-Forward,"Sep 5, 1988 (33)",Ecuador,"Aug 2, 2017","Jun 30, 2023",€1.50m,SS Lazio,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2021,https://www.transfermarkt.co.uk/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/ross-laidlaw/profil/spieler/150212,Ross Laidlaw,Goalkeeper,"Jul 12, 1992 (29)",Scotland,"Jul 1, 2019","May 31, 2026",€400k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/ashley-maynard-brewer/profil/spieler/497143,Ashley Maynard-Brewer,Goalkeeper,"Jun 25, 1999 (23)",Australia,"Aug 6, 2021","Jun 30, 2026",€300k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/ross-munro/profil/spieler/425496,Ross Munro,Goalkeeper,"Apr 1, 2000 (22)",Scotland,"Jul 1, 2018","May 31, 2023",€100k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/logan-ross/profil/spieler/818285,Logan Ross,Goalkeeper,"May 12, 2004 (18)",Scotland,"Jul 1, 2020","May 31, 2023",€75k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/jack-baldwin/profil/spieler/195628,Jack Baldwin,Centre-Back,"Jun 30, 1993 (29)",England,"Aug 25, 2021","May 31, 2024",€450k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/alex-iacovitti/profil/spieler/287051,Alex Iacovitti,Centre-Back,"Sep 2, 1997 (24)",Scotland,"Jul 1, 2020","May 31, 2023",€400k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/coll-donaldson/profil/spieler/196229,Coll Donaldson,Centre-Back,"Apr 9, 1995 (27)",Scotland,"Jan 15, 2020","May 31, 2024",€375k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/declan-drysdale/profil/spieler/504943,Declan Drysdale,Centre-Back,"Nov 14, 1999 (22)",England,"Jan 11, 2022","Jun 30, 2024",-,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/jake-vokins/profil/spieler/421424,Jake Vokins,Left-Back,"Mar 17, 2000 (22)",England,"Jul 2, 2021","Jun 30, 2024",€300k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/connor-randall/profil/spieler/262545,Connor Randall,Right-Back,"Oct 21, 1995 (26)",England,"Jul 1, 2020","May 31, 2024",€450k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/harry-clarke/profil/spieler/528892,Harry Clarke,Right-Back,"Mar 2, 2001 (21)",England,"Aug 2, 2021","Jun 30, 2026",€350k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/keith-watson/profil/spieler/27700,Keith Watson,Right-Back,"Nov 14, 1989 (32)",Scotland,"Jul 1, 2018","May 31, 2023",€300k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/kayne-ramsay/profil/spieler/530879,Kayne Ramsay,Right-Back,"Oct 10, 2000 (21)",England,"Jan 14, 2022",-,€250k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/ben-williamson/profil/spieler/692381,Ben Williamson,Right-Back,"Mar 17, 2003 (19)",Scotland,"Jul 1, 2020","Jun 30, 2025",€50k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/jordan-tillson/profil/spieler/251485,Jordan Tillson,Defensive Midfield,"Mar 5, 1993 (29)",England,"Jan 15, 2020","May 31, 2024",€350k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/david-cancola/profil/spieler/228879,David Cancola,Defensive Midfield,"Oct 23, 1996 (25)",Austria,"Jul 23, 2021","May 31, 2023",€275k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/ross-callachan/profil/spieler/151213,Ross Callachan,Central Midfield,"Sep 4, 1993 (28)",Scotland,"Jul 1, 2021","May 31, 2024",€450k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/harry-paton/profil/spieler/395833,Harry Paton,Central Midfield,"May 23, 1998 (24)",Canada,"Jul 1, 2018","May 31, 2023",€400k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/alex-robertson/profil/spieler/609887,Alex Robertson,Central Midfield,"Apr 17, 2003 (19)",Australia,"Jul 5, 2021","Jun 30, 2023",€50k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/adam-mackinnon/profil/spieler/780506,Adam Mackinnon,Central Midfield,"Apr 30, 2003 (19)",Scotland,"Jul 1, 2020","May 31, 2024",€50k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/ryan-macleman/profil/spieler/904926,Ryan MacLeman,Central Midfield,"Mar 22, 2004 (18)",Scotland,"Jul 1, 2021","May 31, 2023",€50k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/jack-burroughs/profil/spieler/630076,Jack Burroughs,Right Midfield,"Mar 21, 2001 (21)",Scotland,"Aug 6, 2021","Jun 30, 2025",€200k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/ben-paton/profil/spieler/503782,Ben Paton,Left Midfield,"May 5, 2000 (22)",Canada,"Aug 6, 2021","May 31, 2023",€100k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/regan-charles-cook/profil/spieler/385635,Regan Charles-Cook,Left Winger,"Feb 14, 1997 (25)",Grenada,"Jul 1, 2020","Jun 30, 2025",€650k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/josh-sims/profil/spieler/286919,Josh Sims,Right Winger,"Mar 28, 1997 (25)",England,"Feb 14, 2022","May 31, 2024",€600k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/blair-spittal/profil/spieler/251587,Blair Spittal,Right Winger,"Dec 19, 1995 (26)",Scotland,"Jul 1, 2019","May 31, 2024",€450k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/joseph-hungbo/profil/spieler/725703,Joseph Hungbo,Right Winger,"Jan 15, 2000 (22)",England,"Aug 17, 2021","Jun 30, 2024",€450k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/oli-shaw/profil/spieler/369424,Oli Shaw,Centre-Forward,"Mar 12, 1998 (24)",Scotland,"Jan 22, 2020","Jun 30, 2025",€425k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/jordan-white/profil/spieler/124577,Jordan White,Centre-Forward,"Feb 4, 1992 (30)",Scotland,"Jan 28, 2021","May 31, 2024",€400k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/dominic-samuel/profil/spieler/203784,Dominic Samuel,Centre-Forward,"Apr 1, 1994 (28)",England,"Jul 1, 2021","May 31, 2023",€325k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/alex-samuel/profil/spieler/203869,Alex Samuel,Centre-Forward,"Sep 20, 1995 (26)",Wales,"Aug 31, 2021","May 31, 2023",€200k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/matthew-wright/profil/spieler/530965,Matthew Wright,Centre-Forward,"Oct 16, 2002 (19)",Scotland,"Jul 1, 2020","May 31, 2024",€75k,Ross County FC,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/allan-mcgregor/profil/spieler/9422,Allan McGregor,Goalkeeper,"Jan 31, 1982 (40)",Scotland,"Jul 1, 2018","May 31, 2023",€400k,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/robby-mccrorie/profil/spieler/244260,Robby McCrorie,Goalkeeper,"Mar 18, 1998 (24)",Scotland,"Jul 1, 2021","May 31, 2025",€400k,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/jon-mclaughlin/profil/spieler/92983,Jon McLaughlin,Goalkeeper,"Sep 9, 1987 (34)",Scotland,"Jul 1, 2020","May 31, 2024",€350k,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/andy-firth/profil/spieler/279133,Andy Firth,Goalkeeper,"Sep 26, 1996 (25)",England,"Jan 25, 2019","May 31, 2024",€50k,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/kieran-wright/profil/spieler/369523,Kieran Wright,Goalkeeper,"Apr 1, 2000 (22)",Scotland,"Jul 1, 2021","May 31, 2025",€50k,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/jay-hogarth/profil/spieler/633754,Jay Hogarth,Goalkeeper,"Jul 18, 2003 (18)",Scotland,-,"May 31, 2025",-,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/calvin-bassey/profil/spieler/461883,Calvin Bassey,Centre-Back,"Dec 31, 1999 (22)",Nigeria,"Jul 1, 2020","Jun 30, 2027",€10.00m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/connor-goldson/profil/spieler/163656,Connor Goldson,Centre-Back,"Dec 18, 1992 (29)",England,"Jul 1, 2018","May 31, 2026",€8.00m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/filip-helander/profil/spieler/198067,Filip Helander,Centre-Back,"Apr 22, 1993 (29)",Sweden,"Jul 13, 2019","May 31, 2023",€3.50m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/james-sands/profil/spieler/393321,James Sands,Centre-Back,"Jul 6, 2000 (21)",United States,"Jan 5, 2022","Dec 31, 2027",€3.00m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/leon-balogun/profil/spieler/56100,Leon Balogun,Centre-Back,"Jun 28, 1988 (34)",Nigeria,"Jul 24, 2020","Jun 30, 2023",€800k,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/jack-simpson/profil/spieler/419930,Jack Simpson,Centre-Back,"Dec 18, 1996 (25)",England,"Feb 1, 2021","Jun 30, 2024",€800k,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/lewis-mayo/profil/spieler/403569,Lewis Mayo,Centre-Back,"Mar 19, 2000 (22)",Scotland,"Jul 1, 2021","May 31, 2024",€300k,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/leon-king/profil/spieler/633650,Leon King,Centre-Back,"Jan 14, 2004 (18)",Scotland,"Jul 1, 2022","May 31, 2026",€100k,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/kyle-mcclelland/profil/spieler/527211,Kyle McClelland,Centre-Back,"Feb 10, 2002 (20)",Northern Ireland,-,"May 31, 2025",-,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/borna-barisic/profil/spieler/39125,Borna Barisic,Left-Back,"Nov 10, 1992 (29)",Croatia,"Aug 7, 2018","May 31, 2024",€6.00m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/robbie-fraser/profil/spieler/643097,Robbie Fraser,Left-Back,"Apr 2, 2003 (19)",Scotland,-,"May 31, 2024",-,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/james-tavernier/profil/spieler/62094,James Tavernier,Right-Back,"Oct 31, 1991 (30)",England,"Jul 20, 2015","May 31, 2026",€10.00m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/nathan-patterson/profil/spieler/424015,Nathan Patterson,Right-Back,"Oct 16, 2001 (20)",Scotland,"Jul 1, 2020","Jun 30, 2027",€8.00m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/mateusz-zukowski/profil/spieler/470375,Mateusz Zukowski,Right-Back,"Nov 23, 2001 (20)",Poland,"Jan 31, 2022","Jun 30, 2023",€2.00m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/adam-devine/profil/spieler/633649,Adam Devine,Right-Back,"Mar 25, 2003 (19)",Scotland,"Jul 1, 2022","May 31, 2025",-,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/glen-kamara/profil/spieler/242632,Glen Kamara,Defensive Midfield,"Oct 28, 1995 (26)",Finland,"Jan 31, 2019","May 31, 2025",€7.50m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/murray-miller/profil/spieler/567112,Murray Miller,Defensive Midfield,"Jan 29, 2002 (20)",Australia,-,"May 31, 2023",-,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/charlie-mccann/profil/spieler/573133,Charlie McCann,Defensive Midfield,"Apr 24, 2002 (20)",Northern Ireland,"Jul 1, 2022","Jun 30, 2026",-,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
Scottish Premiership,https://www.transfermarkt.co.uk/john-lundstram/profil/spieler/156941,John Lundstram,Central Midfield,"Feb 18, 1994 (28)",England,"Jul 5, 2021","May 31, 2024",€7.50m,Rangers FC,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124/saison_id/2021,https://www.transfermarkt.co.uk/scottish-premiership/startseite/wettbewerb/SC1/plus/?saison_id=2021
